회사명,거래소코드,회계년도,자산(*)(천원),* 발행한 주식총수(*)(IFRS)(천원),* 주당 액면가액(IFRS)(천원),상장폐지일
(주)오리엔트바이오,002630,2016/03,94850716,155299535,500,
(주)오리엔트바이오,002630,2018/03,122842011,163146511,500,
(주)오리엔트바이오,002630,2014/03,66158558,100232359,500,
(주)오리엔트바이오,002630,2020/03,66726053,101798996,500,
(주)오리엔트바이오,002630,2019/03,88083339,228535104,500,
(주)오리엔트바이오,002630,2012/03,61400486,78926878,500,
(주)오리엔트바이오,002630,2011/03,64509640,78926878,500,
(주)오리엔트바이오,002630,2013/03,64855435,80211598,500,
(주)오리엔트바이오,002630,2021/03,62957102,118572049,500,
(주)오리엔트바이오,002630,2017/03,94642041,161060844,500,
(주)오리온,271560,2018/12,1163673068,39533961,500,
(주)오리온,271560,2017/12,1138455473,39533501,500,
(주)오리온,271560,2020/12,1206951233,39536132,500,
(주)오리온,271560,2019/12,1190809872,39536132,500,
(주)오리온홀딩스,001800,2016/12,1417049909,6008435,5000,
(주)오리온홀딩스,001800,2014/12,1428068353,5974969,5000,
(주)오리온홀딩스,001800,2015/12,1424076224,5976091,5000,
(주)오리온홀딩스,001800,2019/12,1930161016,62645422,500,
(주)오리온홀딩스,001800,2020/12,1926893842,62645422,500,
(주)오리온홀딩스,001800,2012/12,1317019140,5966890,5000,
(주)오리온홀딩스,001800,2013/12,1316405008,5971135,5000,
(주)오리온홀딩스,001800,2017/12,1907981603,62644053,500,
(주)오리온홀딩스,001800,2011/12,1257850871,5964865,5000,
(주)오리온홀딩스,001800,2018/12,1915627521,62644293,500,
(주)온미디어,045710,2021,,,,
(주)와이지플러스,037270,2017/12,105749904,59016292,500,
(주)와이지플러스,037270,2018/12,110718288,59016292,500,
(주)와이지플러스,037270,2016/12,116684516,59016292,500,
(주)와이지플러스,037270,2020/12,103484994,60047516,500,
(주)와이지플러스,037270,2019/12,97123183,59016292,500,
(주)와이지플러스,037270,2014/12,103377273,28081138,1000,
(주)와이지플러스,037270,2011/12,42853661,11875000,1000,
(주)와이지플러스,037270,2015/12,109869168,57510854,500,
(주)와이지플러스,037270,2013/12,32799961,11875000,1000,
(주)와이지플러스,037270,2012/12,38009202,11875000,1000,
(주)와이투솔루션,011690,2015/12,99878539,37372340,500,
(주)와이투솔루션,011690,2016/12,104834385,46144269,500,
(주)와이투솔루션,011690,2017/12,204685472,52332155,500,
(주)와이투솔루션,011690,2020/12,113100929,58494201,500,
(주)와이투솔루션,011690,2014/12,107545119,37372340,500,
(주)와이투솔루션,011690,2013/12,105533490,37372340,500,
(주)와이투솔루션,011690,2019/12,206689038,58194201,500,
(주)와이투솔루션,011690,2018/12,194151583,56551602,500,
(주)와이투솔루션,011690,2012/12,106049993,37372340,500,
(주)와이투솔루션,011690,2011/12,113077965,37372340,500,
(주)용평리조트,070960,2017/12,867690629,48133333,5000,
(주)용평리조트,070960,2018/12,812458177,48133333,5000,
(주)용평리조트,070960,2019/12,849651476,48133333,5000,
(주)용평리조트,070960,2020/12,911770690,48133333,5000,
(주)용평리조트,070960,2016/12,928470114,48133333,5000,
(주)용평리조트,070960,2011/12,805908600,,,
(주)용평리조트,070960,2013/12,734626632,38000000,5000,
(주)용평리조트,070960,2015/12,970233846,38000000,5000,
(주)용평리조트,070960,2012/12,775253435,,,
(주)용평리조트,070960,2014/12,817127216,38000000,5000,
(주)우성사료,006980,2015/12,235220131,30900000,500,
(주)우성사료,006980,2016/12,223981367,30900000,500,
(주)우성사료,006980,2017/12,232425938,30900000,500,
(주)우성사료,006980,2020/12,287462160,30900000,500,
(주)우성사료,006980,2014/12,252383291,30900000,500,
(주)우성사료,006980,2013/12,248641970,30900000,500,
(주)우성사료,006980,2019/12,311661260,30900000,500,
(주)우성사료,006980,2018/12,259980661,30900000,500,
(주)우성사료,006980,2012/12,271695846,30900000,500,
(주)우성사료,006980,2011/12,258975483,30900000,500,
(주)우신시스템,017370,2017/12,168994990,18314054,500,
(주)우신시스템,017370,2018/12,176592661,18314054,500,
(주)우신시스템,017370,2019/12,180028288,18314054,500,
(주)우신시스템,017370,2016/12,161512915,18275228,500,
(주)우신시스템,017370,2015/12,161253350,15859354,500,
(주)우신시스템,017370,2014/12,147901472,14681617,500,
(주)우신시스템,017370,2012/12,132746343,14000000,500,
(주)우신시스템,017370,2011/12,136028953,14000000,500,
(주)우신시스템,017370,2013/12,158912140,14000000,500,
(주)우신시스템,017370,2020/12,198137910,18314054,500,
(주)우진,105840,2017/12,140861546,17360000,500,
(주)우진,105840,2018/12,168363049,17543127,500,
(주)우진,105840,2019/12,153210104,20202234,500,
(주)우진,105840,2020/12,192015190,20202234,500,
(주)우진,105840,2013/12,110697086,17360000,500,
(주)우진,105840,2016/12,132255511,17360000,500,
(주)우진,105840,2012/12,107537743,17360000,500,
(주)우진,105840,2011/12,97695535,8680000,500,
(주)우진,105840,2015/12,145830042,17360000,500,
(주)우진,105840,2014/12,124595185,17360000,500,
(주)우진아이엔에스,010400,2015/12,62425261,,,
(주)우진아이엔에스,010400,2011/12,45817545,,,
(주)우진아이엔에스,010400,2019/12,133250055,7622000,500,
(주)우진아이엔에스,010400,2020/12,121028746,7622000,500,
(주)우진아이엔에스,010400,2013/12,49989130,,,
(주)우진아이엔에스,010400,2014/12,57541262,,,
(주)우진아이엔에스,010400,2017/12,97685198,622200,5000,
(주)우진아이엔에스,010400,2012/12,44719738,,,
(주)우진아이엔에스,010400,2016/12,74587808,610000,5000,
(주)우진아이엔에스,010400,2018/12,122226861,7622000,500,
(주)우진플라임,049800,2017/12,316192072,10000000,500,
(주)우진플라임,049800,2018/12,289642089,10000000,500,
(주)우진플라임,049800,2019/12,269635036,10000000,500,
(주)우진플라임,049800,2020/12,267910154,10000000,500,
(주)우진플라임,049800,2015/12,299261313,10000000,500,
(주)우진플라임,049800,2014/12,349801297,10000000,500,
(주)우진플라임,049800,2016/12,306280989,10000000,500,
(주)우진플라임,049800,2012/12,174412067,10000000,500,
(주)우진플라임,049800,2013/12,219740015,10000000,500,
(주)우진플라임,049800,2011/12,157833426,10000000,500,
(주)웅진,016880,2015/12,691098476,60070918,500,
(주)웅진,016880,2016/12,666982889,72677207,500,
(주)웅진,016880,2017/12,738570178,72677207,500,
(주)웅진,016880,2020/12,404933736,79378330,500,
(주)웅진,016880,2014/12,798480613,52866795,500,
(주)웅진,016880,2013/12,1003657080,52844013,500,
(주)웅진,016880,2019/12,475161343,79378330,500,
(주)웅진,016880,2018/12,604699921,74166668,500,
(주)웅진,016880,2012/12,1526470747,60272518,500,
(주)웅진,016880,2011/12,1985717368,60272436,500,
(주)웅진씽크빅,095720,2017/12,529060810,34621165,500,
(주)웅진씽크빅,095720,2016/12,501745739,34621165,500,
(주)웅진씽크빅,095720,2019/12,2455072975,134173248,500,
(주)웅진씽크빅,095720,2020/12,640219460,115505985,500,
(주)웅진씽크빅,095720,2015/12,487530256,34621165,500,
(주)웅진씽크빅,095720,2018/12,646417117,34621165,500,
(주)웅진씽크빅,095720,2014/12,460473302,34621165,500,
(주)웅진씽크빅,095720,2012/12,535645122,28932960,500,
(주)웅진씽크빅,095720,2011/12,576671146,25826350,500,
(주)웅진씽크빅,095720,2013/12,450980460,28932960,500,
(주)원림,005820,2016/12,91795595,2200000,5000,
(주)원림,005820,2014/12,87031322,2200000,5000,
(주)원림,005820,2019/12,96210073,2200000,5000,
(주)원림,005820,2020/12,115921369,2200000,5000,
(주)원림,005820,2012/12,94496361,2200000,5000,
(주)원림,005820,2017/12,90604955,2200000,5000,
(주)원림,005820,2018/12,91296585,2200000,5000,
(주)원림,005820,2015/12,89871498,2200000,5000,
(주)원림,005820,2013/12,89284295,2200000,5000,
(주)원림,005820,2011/12,96052278,2200000,5000,
(주)위스컴,024070,2017/12,128411997,15025920,500,
(주)위스컴,024070,2018/12,126863316,15025920,500,
(주)위스컴,024070,2019/12,132361013,15326438,500,
(주)위스컴,024070,2016/12,131243921,15025920,500,
(주)위스컴,024070,2014/12,133064619,15025920,500,
(주)위스컴,024070,2013/12,129507109,15025920,500,
(주)위스컴,024070,2012/12,132219575,15025920,500,
(주)위스컴,024070,2011/12,131052653,15025920,500,
(주)위스컴,024070,2015/12,128977196,15025920,500,
(주)위스컴,024070,2020/12,129426071,15326438,500,
(주)윌비스,008600,2017/12,278347765,57000000,1000,
(주)윌비스,008600,2018/12,290145728,57000000,1000,
(주)윌비스,008600,2019/12,255705618,61210519,1000,
(주)윌비스,008600,2020/12,266433697,65157878,1000,
(주)윌비스,008600,2013/12,232345296,57000000,1000,
(주)윌비스,008600,2015/12,263329740,57000000,1000,
(주)윌비스,008600,2016/12,291612055,57000000,1000,
(주)윌비스,008600,2012/12,231396677,58965550,1000,
(주)윌비스,008600,2014/12,238813064,57000000,1000,
(주)윌비스,008600,2011/12,240945817,58965550,1000,
(주)유니드,014830,2015/12,769930988,8889843,5000,
(주)유니드,014830,2016/12,808986022,8889843,5000,
(주)유니드,014830,2017/12,870939770,8889843,5000,
(주)유니드,014830,2020/12,905190187,8889843,5000,
(주)유니드,014830,2014/12,686706658,6585069,5000,
(주)유니드,014830,2013/12,741735356,6585069,5000,
(주)유니드,014830,2019/12,891991995,8889843,5000,
(주)유니드,014830,2018/12,970504873,8889843,5000,
(주)유니드,014830,2012/12,720927489,6585069,5000,
(주)유니드,014830,2011/12,790662235,6585069,5000,
(주)유니온,000910,2017/12,245091985,15611619,500,
(주)유니온,000910,2016/12,164337626,15611619,500,
(주)유니온,000910,2019/12,183664283,15611619,500,
(주)유니온,000910,2020/12,193272777,15611619,500,
(주)유니온,000910,2018/12,205670592,15611619,500,
(주)유니온,000910,2014/12,178024050,15611619,500,
(주)유니온,000910,2011/12,322526634,14900345,500,
(주)유니온,000910,2012/12,262336464,15611619,500,
(주)유니온,000910,2015/12,164001368,15611619,500,
(주)유니온,000910,2013/12,275776532,15611619,500,
(주)유니켐,011330,2017/12,74720449,50980259,500,
(주)유니켐,011330,2015/06,40767618,41258503,500,
(주)유니켐,011330,2012/12,64446069,32700000,500,
(주)유니켐,011330,2016/12,66903488,50980259,500,
(주)유니켐,011330,2018/12,98648446,60370076,500,
(주)유니켐,011330,2013/12,64851524,64950000,500,
(주)유니켐,011330,2019/12,135162991,67272282,500,
(주)유니켐,011330,2020/12,194590696,68710343,500,
(주)유니켐,011330,2011/12,59309478,80112010,500,
(주)유수홀딩스,000700,2017/12,270213782,26041812,2500,
(주)유수홀딩스,000700,2018/12,276045944,26041812,2500,
(주)유수홀딩스,000700,2019/12,282692094,26041812,2500,
(주)유수홀딩스,000700,2016/12,273808143,26041812,2500,
(주)유수홀딩스,000700,2015/12,274463605,26041812,2500,
(주)유수홀딩스,000700,2012/12,615691690,43790877,5000,
(주)유수홀딩스,000700,2011/12,865197211,43790877,5000,
(주)유수홀딩스,000700,2014/12,270917061,26041812,2500,
(주)유수홀딩스,000700,2020/12,299345223,26041812,2500,
(주)유수홀딩스,000700,2013/12,906384134,43790877,5000,
(주)유유제약,000220,2017/03,104460465,7458951,1000,
(주)유유제약,000220,2018/12,127622264,7666132,1000,
(주)유유제약,000220,2019/12,126606846,7666132,1000,
(주)유유제약,000220,2020/12,135606912,9332792,1000,
(주)유유제약,000220,2015/03,96488170,7282463,1000,
(주)유유제약,000220,2016/03,98301738,7458951,1000,
(주)유유제약,000220,2012/03,85913910,7128995,1000,
(주)유유제약,000220,2014/03,92253472,7128995,1000,
(주)유유제약,000220,2013/03,85197350,7128995,1000,
(주)유유제약,000220,2011/03,92877640,7128995,1000,
(주)유한양행,000100,2012/12,1344865199,11388734,5000,
(주)유한양행,000100,2016/12,1698094265,11388734,5000,
(주)유한양행,000100,2019/12,1931965072,13013303,5000,
(주)유한양행,000100,2020/12,2139879594,68037750,1000,
(주)유한양행,000100,2013/12,1390058380,11388734,5000,
(주)유한양행,000100,2017/12,1810455414,11902084,5000,
(주)유한양행,000100,2018/12,1920025482,12445542,5000,
(주)유한양행,000100,2015/12,1584414838,11388734,5000,
(주)유한양행,000100,2014/12,1455736896,11388734,5000,
(주)유한양행,000100,2011/12,1261112832,11388734,5000,
(주)이노션,214320,2017/12,950374456,20000000,500,
(주)이노션,214320,2018/12,917886919,20000000,500,
(주)이노션,214320,2019/12,945670285,20000000,500,
(주)이노션,214320,2020/12,930503172,20000000,500,
(주)이노션,214320,2016/12,956141020,20000000,500,
(주)이노션,214320,2013/12,702020396,1800000,5000,
(주)이노션,214320,2014/12,741753924,1800000,5000,
(주)이노션,214320,2011/12,639206619,,,
(주)이노션,214320,2012/12,628505150,,,
(주)이노션,214320,2015/12,932045338,20000000,500,
(주)이마트,139480,2015/12,13247431259,27875819,5000,
(주)이마트,139480,2016/12,13814601276,27875819,5000,
(주)이마트,139480,2019/12,15251432103,27875819,5000,
(주)이마트,139480,2020/12,15577108437,27875819,5000,
(주)이마트,139480,2013/12,12031101223,27875819,5000,
(주)이마트,139480,2014/12,12764938597,27875819,5000,
(주)이마트,139480,2017/12,14346891084,27875819,5000,
(주)이마트,139480,2018/12,14138571724,27875819,5000,
(주)이마트,139480,2011/12,10621015792,27875819,5000,
(주)이마트,139480,2012/12,11343053804,27875819,5000,
(주)이수페타시스,007660,2017/12,325207524,41268398,1000,
(주)이수페타시스,007660,2016/12,430621489,41268398,1000,
(주)이수페타시스,007660,2019/12,281171399,41268398,1000,
(주)이수페타시스,007660,2020/12,259604806,41268398,1000,
(주)이수페타시스,007660,2014/12,364477052,41268398,1000,
(주)이수페타시스,007660,2012/12,246656077,41268398,1000,
(주)이수페타시스,007660,2011/12,245377438,41268398,1000,
(주)이수페타시스,007660,2013/12,295930858,41268398,1000,
(주)이수페타시스,007660,2018/12,344652900,41268398,1000,
(주)이수페타시스,007660,2015/12,373561011,41268398,1000,
(주)이수화학,005950,2017/12,903700665,15278000,5000,
(주)이수화학,005950,2018/12,933601363,15278000,5000,
(주)이수화학,005950,2019/12,976681272,15278000,5000,
(주)이수화학,005950,2016/12,918392473,15278000,5000,
(주)이수화학,005950,2015/12,875332519,15278000,5000,
(주)이수화학,005950,2014/12,955135387,15278000,5000,
(주)이수화학,005950,2013/12,1060730296,15278000,5000,
(주)이수화학,005950,2011/12,908469785,13508089,5000,
(주)이수화학,005950,2020/12,872347717,24315017,5000,
(주)이수화학,005950,2012/12,971114821,15278000,5000,
(주)이스타코,015020,2017/12,82846688,42851600,500,
(주)이스타코,015020,2018/12,78340146,42851600,500,
(주)이스타코,015020,2019/12,78897625,42851600,500,
(주)이스타코,015020,2020/12,70696188,42851600,500,
(주)이스타코,015020,2015/12,112326751,42851600,500,
(주)이스타코,015020,2011/12,74252153,42851600,500,
(주)이스타코,015020,2016/12,112206558,42851600,500,
(주)이스타코,015020,2013/12,92310260,42851600,500,
(주)이스타코,015020,2012/12,76117947,42851600,500,
(주)이스타코,015020,2014/12,70588848,42851600,500,
(주)이아이디,093230,2015/12,61997945,64101882,200,
(주)이아이디,093230,2016/12,39304132,72690174,200,
(주)이아이디,093230,2017/12,100695685,122690174,200,
(주)이아이디,093230,2020/12,156372668,723342542,200,
(주)이아이디,093230,2014/12,31139361,37097139,200,
(주)이아이디,093230,2013/12,45588742,26497720,200,
(주)이아이디,093230,2019/12,177395077,548342542,200,
(주)이아이디,093230,2018/12,80902843,242188696,200,
(주)이아이디,093230,2012/12,48405095,23957500,200,
(주)이아이디,093230,2011/12,76484504,9583000,500,
(주)이엔플러스,074610,2017/12,46604430,21886139,500,
(주)이엔플러스,074610,2016/12,21962243,17666353,500,
(주)이엔플러스,074610,2019/12,119189109,37221917,500,
(주)이엔플러스,074610,2020/12,94499519,42310049,500,
(주)이엔플러스,074610,2018/12,85882034,27805125,500,
(주)이엔플러스,074610,2014/12,12188211,16186294,500,
(주)이엔플러스,074610,2011/12,19833862,56445864,500,
(주)이엔플러스,074610,2013/12,9979351,14505624,500,
(주)이엔플러스,074610,2015/12,14290379,16186294,500,
(주)이엔플러스,074610,2012/12,12453884,14505624,500,
(주)이원,017940,2017/12,2835776429,6860000,5000,
(주)이원,017940,2016/12,2915593553,6860000,5000,
(주)이원,017940,2015/12,2621966672,6860000,5000,
(주)이원,017940,2020/12,3134541095,6860000,5000,
(주)이원,017940,2014/12,2705552016,6860000,5000,
(주)이원,017940,2019/12,3076559763,6860000,5000,
(주)이원,017940,2018/12,2940930983,6860000,5000,
(주)이원,017940,2013/12,2817244128,6860000,5000,
(주)이원,017940,2011/12,2564119076,6860000,5000,
(주)이원,017940,2012/12,2745549054,6860000,5000,
(주)이월드,084680,2017/12,233119097,90509897,1000,
(주)이월드,084680,2016/12,220225975,90509897,1000,
(주)이월드,084680,2019/12,481844100,141806193,1000,
(주)이월드,084680,2020/12,447853890,141806193,1000,
(주)이월드,084680,2018/12,263577737,90509897,1000,
(주)이월드,084680,2015/12,218042328,90509897,1000,
(주)이월드,084680,2014/12,177530827,87225824,1000,
(주)이월드,084680,2012/12,186538344,70067868,1000,
(주)이월드,084680,2013/12,183273811,84687752,1000,
(주)이월드,084680,2011/12,182119768,70067868,1000,
(주)인디에프,014990,2016/12,159552229,58932995,500,
(주)인디에프,014990,2012/12,208873619,58932995,500,
(주)인디에프,014990,2019/12,148997828,58932995,500,
(주)인디에프,014990,2011/12,226655395,58932995,500,
(주)인디에프,014990,2015/12,166980838,58932995,500,
(주)인디에프,014990,2017/12,141965625,58932995,500,
(주)인디에프,014990,2013/12,198667210,58932995,500,
(주)인디에프,014990,2018/12,137928785,58932995,500,
(주)인디에프,014990,2020/12,138342885,58932995,500,
(주)인디에프,014990,2014/12,179769837,58932995,500,
(주)인바이오젠,101140,2017/12,13389537,23642065,500,
(주)인바이오젠,101140,2018/12,24320788,28996816,500,
(주)인바이오젠,101140,2019/12,90919390,39662445,500,
(주)인바이오젠,101140,2016/12,12375563,20028135,500,
(주)인바이오젠,101140,2014/12,7109775,13486922,500,
(주)인바이오젠,101140,2013/12,10004093,11227181,500,
(주)인바이오젠,101140,2012/12,8458072,11227181,500,
(주)인바이오젠,101140,2011/12,10509416,22454362,500,
(주)인바이오젠,101140,2015/12,14558906,20028135,500,
(주)인바이오젠,101140,2020/12,96881140,51562251,500,
(주)인스코비,006490,2017/12,42730798,87270467,500,
(주)인스코비,006490,2018/12,48729695,89723464,500,
(주)인스코비,006490,2019/12,41240510,97236911,500,
(주)인스코비,006490,2020/12,64364740,100909096,500,
(주)인스코비,006490,2014/12,24325620,59669884,500,
(주)인스코비,006490,2015/12,48152463,75367969,500,
(주)인스코비,006490,2011/12,13772109,41259032,500,
(주)인스코비,006490,2012/12,19279543,46535934,500,
(주)인스코비,006490,2013/12,26363993,55726274,500,
(주)인스코비,006490,2016/12,45472564,84826521,500,
(주)인팩,023810,2015/12,127141955,10000000,500,
(주)인팩,023810,2016/12,137226153,10000000,500,
(주)인팩,023810,2017/12,134467338,10000000,500,
(주)인팩,023810,2020/12,170653665,10000000,500,
(주)인팩,023810,2014/12,116624064,10000000,500,
(주)인팩,023810,2013/12,119462092,10000000,500,
(주)인팩,023810,2019/12,141490704,10000000,500,
(주)인팩,023810,2018/12,129484915,10000000,500,
(주)인팩,023810,2012/12,110625951,10000000,500,
(주)인팩,023810,2011/12,108255535,10000000,500,
(주)일신석재,007110,2017/12,77760845,77456610,500,
(주)일신석재,007110,2015/12,80302650,77456610,500,
(주)일신석재,007110,2019/12,87279199,77456610,500,
(주)일신석재,007110,2020/12,94043686,77456610,500,
(주)일신석재,007110,2014/12,81397962,77456610,500,
(주)일신석재,007110,2012/12,76481976,77456610,500,
(주)일신석재,007110,2011/12,79468694,77456610,500,
(주)일신석재,007110,2013/12,82370066,77456610,500,
(주)일신석재,007110,2018/12,80179667,77456610,500,
(주)일신석재,007110,2016/12,78264674,77456610,500,
(주)잇츠한불,226320,2015/12,388088957,8735650,500,
(주)잇츠한불,226320,2018/12,474332073,21929315,500,
(주)잇츠한불,226320,2019/12,467064071,21929315,500,
(주)잇츠한불,226320,2016/12,368866961,17471300,500,
(주)잇츠한불,226320,2014/12,154767278,8000000,500,
(주)잇츠한불,226320,2013/12,25826327,8000000,500,
(주)잇츠한불,226320,2012/12,10267930,,,
(주)잇츠한불,226320,2011/12,9176964,,,
(주)잇츠한불,226320,2020/12,429330875,21929315,500,
(주)잇츠한불,226320,2017/12,523135383,21929315,500,
(주)제이에스코퍼레이션,194370,2017/12,179359166,13335601,100,
(주)제이에스코퍼레이션,194370,2018/12,180144246,13335601,100,
(주)제이에스코퍼레이션,194370,2019/12,185510490,13335601,100,
(주)제이에스코퍼레이션,194370,2020/12,278894536,13335601,100,
(주)제이에스코퍼레이션,194370,2014/12,111936466,223403,5000,
(주)제이에스코퍼레이션,194370,2015/12,146724528,12323500,100,
(주)제이에스코퍼레이션,194370,2011/12,42289346,,,
(주)제이에스코퍼레이션,194370,2012/12,42785338,,,
(주)제이에스코퍼레이션,194370,2013/12,50554043,161183,5000,
(주)제이에스코퍼레이션,194370,2016/12,183509962,13335601,100,
(주)제이콘텐트리,036420,2015/12,332858893,114068982,500,
(주)제이콘텐트리,036420,2016/12,339020286,114068982,500,
(주)제이콘텐트리,036420,2017/12,377322282,114068982,500,
(주)제이콘텐트리,036420,2020/12,621795897,16385071,5000,
(주)제이콘텐트리,036420,2014/12,181654899,66090399,500,
(주)제이콘텐트리,036420,2013/12,207915246,65501299,500,
(주)제이콘텐트리,036420,2019/12,453070601,14406898,5000,
(주)제이콘텐트리,036420,2018/12,479646071,144068982,500,
(주)제이콘텐트리,036420,2012/12,213047311,65501299,500,
(주)제이콘텐트리,036420,2011/12,203099943,65501299,500,
(주)제일기획,030000,2017/12,1202886604,115041225,200,
(주)제일기획,030000,2016/12,1172119597,115041225,200,
(주)제일기획,030000,2019/12,1226491626,115041225,200,
(주)제일기획,030000,2020/12,1252632182,115041225,200,
(주)제일기획,030000,2018/12,1220020596,115041225,200,
(주)제일기획,030000,2014/12,1205698728,115041225,200,
(주)제일기획,030000,2015/12,1113192389,115041225,200,
(주)제일기획,030000,2012/12,1120437710,115041225,200,
(주)제일기획,030000,2013/12,1077774669,115041225,200,
(주)제일기획,030000,2011/12,1256493746,115041225,200,
(주)제주항공,089590,2016/12,600436987,26294258,5000,
(주)제주항공,089590,2014/12,263681131,22006758,5000,
(주)제주항공,089590,2019/12,1458265885,26356758,5000,
(주)제주항공,089590,2011/12,100995393,,,
(주)제주항공,089590,2012/12,122528271,,,
(주)제주항공,089590,2017/12,799844746,26356758,5000,
(주)제주항공,089590,2018/12,1024453309,26356758,5000,
(주)제주항공,089590,2015/12,477740961,25906758,5000,
(주)제주항공,089590,2020/12,1156766841,38499615,5000,
(주)제주항공,089590,2013/12,159627760,22006758,5000,
(주)조비,001550,2017/12,93468380,5044441,5000,
(주)조비,001550,2018/12,94027701,5192239,5000,
(주)조비,001550,2015/12,86659967,3926628,5000,
(주)조비,001550,2016/12,88744853,4391637,5000,
(주)조비,001550,2014/12,83262173,3926628,5000,
(주)조비,001550,2013/12,81378985,3926628,5000,
(주)조비,001550,2012/12,80896358,2556765,5000,
(주)조비,001550,2011/12,84471791,1566666,5000,
(주)조비,001550,2020/12,87855328,5192239,5000,
(주)조비,001550,2019/12,91685510,5192239,5000,
(주)조흥,002600,2017/12,168471957,600000,5000,
(주)조흥,002600,2018/12,195310138,600000,5000,
(주)조흥,002600,2019/12,218025805,600000,5000,
(주)조흥,002600,2020/12,248313869,600000,5000,
(주)조흥,002600,2012/12,126574159,600000,5000,
(주)조흥,002600,2015/12,148992933,600000,5000,
(주)조흥,002600,2014/12,130588771,600000,5000,
(주)조흥,002600,2016/12,163459253,600000,5000,
(주)조흥,002600,2011/12,132879902,600000,5000,
(주)조흥,002600,2013/12,118038382,600000,5000,
(주)종근당,185750,2017/12,664781406,9409050,2500,
(주)종근당,185750,2018/12,698149449,9879236,2500,
(주)종근당,185750,2016/12,641698870,9409050,2500,
(주)종근당,185750,2015/12,576286704,9409050,2500,
(주)종근당,185750,2020/12,923716370,10885685,2500,
(주)종근당,185750,2019/12,780736005,10370290,2500,
(주)종근당,185750,2014/12,573754109,9409050,2500,
(주)종근당,185750,2013/12,521951175,9409050,2500,
(주)종근당바이오,063160,2017/12,179483384,5229489,2500,
(주)종근당바이오,063160,2018/12,184519529,5229489,2500,
(주)종근당바이오,063160,2015/12,170642857,5229489,2500,
(주)종근당바이오,063160,2020/12,285665193,5485962,2500,
(주)종근당바이오,063160,2013/12,175499039,5229489,2500,
(주)종근당바이오,063160,2012/12,185424863,5229489,2500,
(주)종근당바이오,063160,2011/12,198292672,5229489,2500,
(주)종근당바이오,063160,2014/12,165068245,5229489,2500,
(주)종근당바이오,063160,2019/12,233618184,5229489,2500,
(주)종근당바이오,063160,2016/12,180911872,5229489,2500,
(주)종근당홀딩스,001630,2017/12,335052535,5009861,2500,
(주)종근당홀딩스,001630,2018/12,346490425,5009861,2500,
(주)종근당홀딩스,001630,2019/12,376342710,5009861,2500,
(주)종근당홀딩스,001630,2016/12,315022666,5009861,2500,
(주)종근당홀딩스,001630,2015/12,271888580,4477766,2500,
(주)종근당홀딩스,001630,2013/12,141264293,3640950,2500,
(주)종근당홀딩스,001630,2011/12,570853741,13050000,2500,
(주)종근당홀딩스,001630,2020/12,393472386,5009861,2500,
(주)종근당홀딩스,001630,2014/12,136280120,3640950,2500,
(주)종근당홀딩스,001630,2012/12,590982649,13050000,2500,
(주)주연테크,044380,2017/12,53180600,98773270,100,
(주)주연테크,044380,2018/12,58467036,98773270,100,
(주)주연테크,044380,2019/12,51214333,106751992,100,
(주)주연테크,044380,2020/12,56740751,54612089,200,
(주)주연테크,044380,2016/12,50050716,58078511,100,
(주)주연테크,044380,2014/12,30633860,42900000,100,
(주)주연테크,044380,2011/12,38168437,42900000,100,
(주)주연테크,044380,2015/12,28466994,42900000,100,
(주)주연테크,044380,2012/12,34688978,42900000,100,
(주)주연테크,044380,2013/12,32224379,42900000,100,
(주)중앙건설,015110,2011/12,413323333,6589747,5000,2012/12/11
(주)지누스,013890,2017/12,203446956,12449140,500,
(주)지누스,013890,2016/12,202367743,,,
(주)지누스,013890,2019/12,468555415,14206749,500,
(주)지누스,013890,2020/12,553225336,14406749,500,
(주)지누스,013890,2015/12,104945275,,,
(주)지누스,013890,2014/12,69630227,,,
(주)지누스,013890,2013/12,65895077,,,
(주)지누스,013890,2012/12,55420254,,,
(주)지누스,013890,2018/12,320613133,12449140,500,
(주)지누스,013890,2011/12,52972771,,,
(주)지에스,078930,2017/12,6201620000,94700204,5000,
(주)지에스,078930,2018/12,6236061000,94700204,5000,
(주)지에스,078930,2019/12,6172968000,94700204,5000,
(주)지에스,078930,2020/12,5956881000,94700204,5000,
(주)지에스,078930,2014/12,5896182000,94700204,5000,
(주)지에스,078930,2011/12,5391715000,94700204,5000,
(주)지에스,078930,2013/12,5380295000,94700204,5000,
(주)지에스,078930,2012/12,5342898000,94700204,5000,
(주)지에스,078930,2016/12,5850836000,94700204,5000,
(주)지에스,078930,2015/12,5856373000,94700204,5000,
(주)지에스글로벌,001250,2015/12,743616327,22533764,2500,
(주)지에스글로벌,001250,2016/12,1023567791,82533764,2500,
(주)지에스글로벌,001250,2017/12,1112934373,82533764,2500,
(주)지에스글로벌,001250,2020/12,668712730,82533764,2500,
(주)지에스글로벌,001250,2014/12,819193337,22533764,2500,
(주)지에스글로벌,001250,2013/12,661014462,22533764,2500,
(주)지에스글로벌,001250,2019/12,889870020,82533764,2500,
(주)지에스글로벌,001250,2018/12,1037376749,82533764,2500,
(주)지에스글로벌,001250,2012/12,619881934,22533764,2500,
(주)지에스글로벌,001250,2011/12,632929118,22533764,2500,
(주)지에스리테일,007070,2017/12,3882471359,77000000,1000,
(주)지에스리테일,007070,2015/12,3590748817,77000000,1000,
